##make bins

$m_{ee}$ (GeV/$c^2$)
1
dN/d$m_{ee}$ ($c^2$/GeV)
2.5-3.0 GeV/$c$ x $10^{-1}$
Yes
None
None
Stat.
Symmetric
Sys.
Symmetric
0.0025	9.33417e-007	2.68826e-008	1.89014e-007
0.0075	1.17637e-006	3.0427e-008	2.3821e-007
0.0125	6.89575e-007	2.34102e-008	1.39637e-007
0.0175	4.50441e-007	1.88529e-008	9.1213e-008
0.0225	2.78196e-007	1.47487e-008	5.63337e-008
0.0275	2.08323e-007	1.29741e-008	4.21847e-008
0.0325	1.78776e-007	1.16711e-008	3.62017e-008
0.0375	1.37627e-007	1.0163e-008	2.78691e-008
0.0425	1.0758e-007	8.9104e-009	2.17846e-008
0.0475	8.23139e-008	7.781e-009	1.66683e-008
0.055	6.61925e-008	4.96506e-009	1.34038e-008
0.065	5.05648e-008	4.32834e-009	1.02392e-008
0.075	4.32841e-008	4.12392e-009	8.76494e-009
0.085	3.11559e-008	3.46179e-009	6.30907e-009
0.095	1.16231e-008	2.21387e-009	2.35423e-009
0.105	1.56863e-008	2.53815e-009	3.17696e-009
0.115	1.48274e-008	2.49411e-009	3.00303e-009
0.125	1.12357e-008	2.15196e-009	2.27546e-009
0.135	6.38784e-009	1.56784e-009	1.29365e-009
0.145	8.25779e-009	1.77775e-009	1.67225e-009
0.1625	6.54168e-009	1.02139e-009	1.3248e-009
0.1875	4.87104e-009	8.85271e-010	9.86439e-010
0.2125	4.02674e-009	8.03807e-010	8.15603e-010
0.2375	3.4892e-009	7.65331e-010	7.06738e-010
0.2625	3.37107e-009	7.5568e-010	6.82858e-010
0.2875	1.89648e-009	5.99495e-010	3.84971e-010
0.3225	1.98279e-009	4.4343e-010	4.01824e-010
0.3675	1.52189e-009	4.06105e-010	3.08829e-010
0.4125	1.83949e-009	4.37723e-010	3.73122e-010
0.4575	1.14266e-009	3.53125e-010	2.32284e-010
0.5025	1.05053e-009	3.42667e-010	2.13252e-010
0.5475	8.19382e-010	3.29e-010	1.66551e-010
0.5925	6.12057e-010	3.27602e-010	1.25368e-010
0.6375	8.51633e-010	3.17452e-010	1.73272e-010
0.6825	5.39985e-010	2.47565e-010	1.1009e-010
0.7275	9.28547e-010	3.00288e-010	1.88417e-010
0.755	1.42347e-009	7.48359e-010	2.88535e-010
0.765	3.61873e-009	1.40293e-009	7.32901e-010
0.775	3.5931e-009	1.10709e-009	7.2762e-010
0.785	4.63071e-009	1.36591e-009	9.37874e-010
0.795	2.64084e-009	1.07143e-009	5.34971e-010
0.85	3.93833e-010	1.4736e-010	8.06136e-011
0.95	3.1517e-010	1.25036e-010	6.42313e-011
1.005	1.99387e-009	8.39515e-010	4.03805e-010
1.015	4.04364e-009	1.37245e-009	8.18852e-010
1.025	4.02726e-009	1.24327e-009	8.15519e-010
1.035	1.871e-009	8.40048e-010	3.78945e-010
1.045	1.2789e-009	6.69983e-010	2.59033e-010
1.075	3.37225e-010	1.796e-010	6.85819e-011
1.125	2.66445e-010	1.6577e-010	5.88145e-011
1.175   2.58807e-010    upper limit 
1.225   2.92466e-010	upper limit
***
