##make bins

$m_{ee}$ (GeV/$c^2$)
1
dN/d$m_{ee}$ ($c^2$/GeV)
0.0-0.5 GeV/$c$ x $10^5$
Yes
None
None
Stat.
Symmetric
Sys.
Symmetric
0.0025	3076.03	48.0442	546.426
0.0075	2675.11	46.4357	475.207
0.0125	1235.08	35.0365	219.402
0.0175	913.71	33.262	162.317
0.0225	692.364	32.7112	123.004
0.0275	435.518	31.8834	77.3926
0.0325	467.322	34.5628	83.0528
0.0375	398.547	35.3065	70.8496
0.0425	316.119	35.8029	56.2289
0.0475	256.615	35.9607	45.6933
0.0625	148.321	16.5496	26.5063
0.0875	44.297	20.7665	8.10348
0.1375	11.6816	7.47381	2.63269
0.2375	11.5167	6.11212	5.05468
0.3375	58.2895	12.5003	14.8984
0.4125	25.5711	17.62	19.8311
0.4875	90.6588	19.831	36.2358
0.5625	56.271	13.8794	21.3815
0.6375	35.1792	9.01009	12.7085
0.7125	18.6695	6.47101	7.19748
0.7875	16.622	5.04772	4.991
0.8625	10.7685	3.98545	3.26789
0.9375	4.77688	3.30701	1.96917
1.025	2.33692	2.26572	1.27921
1.125	2.86152	1.7612	0.850218
1.225   2.37648 upper limit
1.325	1.49698	1.06118	0.349346
1.425	1.90145 upper limit
***
