##make bins

$m_{ee}$ (GeV/$c^2$)
1
dN/d$m_{ee}$ ($c^2$/GeV)
3.0-4.0 GeV/$c$ x $10^{-2}$
Yes
None
None
Stat.
Symmetric
Sys.
Symmetric
0.0025	5.74869e-006	2.92981e-007	1.0212e-006
0.0075	7.6426e-006	3.40451e-007	1.35763e-006
0.0125	4.65802e-006	2.67037e-007	8.27451e-007
0.0175	3.17227e-006	2.2115e-007	5.63522e-007
0.0225	1.90338e-006	1.72124e-007	3.38116e-007
0.0275	1.26016e-006	1.38043e-007	2.23855e-007
0.0325	1.36313e-006	1.39308e-007	2.42146e-007
0.0375	1.08908e-006	1.24407e-007	1.93465e-007
0.0425	7.15669e-007	1.02402e-007	1.27131e-007
0.0475	5.54441e-007	8.94824e-008	9.8491e-008
0.055	5.14115e-007	6.15926e-008	9.13275e-008
0.065	3.76039e-007	5.35667e-008	6.67997e-008
0.075	4.10196e-007	5.67342e-008	7.28673e-008
0.085	1.184e-007	3.34012e-008	2.10326e-008
0.095	1.41641e-007	3.67061e-008	2.51613e-008
0.105	1.13363e-007	3.404e-008	2.01379e-008
0.115	1.13072e-007	3.45331e-008	2.00863e-008
0.125	1.33301e-007	3.47516e-008	2.36798e-008
0.135	8.13144e-008	2.98918e-008	1.4445e-008
0.15	8.88162e-008	2.2245e-008	1.57778e-008
0.17	7.29391e-008	2.22441e-008	1.29578e-008
0.19	5.62251e-008	1.99201e-008	9.98872e-009
0.225	3.40757e-008	1.20238e-008	6.0552e-009
0.275	2.64807e-008	1.25753e-008	4.70823e-009
0.325	2.65497e-008	1.32576e-008	4.72132e-009
0.4125	1.99728e-008	8.49695e-009	3.49383e-009
0.575	1.73712e-008	6.80118e-009	3.04347e-009
0.7175	1.23242e-008	1.03901e-008	2.17745e-009
0.78	6.40609e-008	1.83916e-008	1.11833e-008
0.9	1.40222e-008	upper limit
1.025	2.8254e-008	1.42284e-008	4.93742e-009
1.125	1.77002e-008	upper limit
***
