##make bins

$m_{ee}$ (GeV/$c^2$)
1
dN/d$m_{ee}$ ($c^2$/GeV)
0.5-1.0 GeV/$c$ x $10^3$
Yes
None
None
Stat.
Symmetric
Sys.
Symmetric
0.0025	43.6139	0.379272	7.74759
0.0075	43.0094	0.394027	7.64019
0.0125	22.0135	0.307362	3.91049
0.0175	13.6908	0.261622	2.43205
0.0225	10.9136	0.272695	1.93874
0.0275	7.67314	0.242919	1.36314
0.0325	7.52504	0.251983	1.33686
0.0375	5.90347	0.256408	1.04889
0.0425	4.96998	0.263987	0.883155
0.0475	4.55198	0.27985	0.808988
0.055	3.02957	0.173433	0.538696
0.065	2.14662	0.185653	0.382126
0.075	1.70291	0.214051	0.303663
0.085	1.4898	0.22164	0.266434
0.095	0.656282	0.226641	0.118755
0.105	0.638837	0.154485	0.115756
0.115	0.702391	0.192036	0.129568
0.125	0.859152	0.199784	0.161735
0.1425	0.727091	0.119673	0.137299
0.1675	0.464887	0.128306	0.092115
0.2175	0.538088	0.0797984	0.121166
0.2925	0.628696	0.0913692	0.150366
0.3675	0.604947	0.104184	0.180471
0.455	0.260282	0.0938099	0.195095
0.555	0.327372	0.0790745	0.191657
0.655	0.0720229	0.0558364	0.057606
0.7325	0.100722	0.0605107	0.0512958
0.78	0.175456	0.0621607	0.0492801
0.9	0.0633928	upper limit
1.025	0.0953745	0.0280564	0.0200624
1.125	0.0346164	upper limit
***
