Upper left dN/dDphi pTassoc 0.4-1.0 GeV/c
Filled circles d+Au
Dphi			dNdDphi
-0.377	!	!	0.416	0.026	!
-0.251	!	!	0.500	0.028	!
-0.126	!	!	0.475	0.027	!
0.000	!	!	0.507	0.028	!
0.126	!	!	0.553	0.029	!
0.251	!	!	0.515	0.028	!
0.377	!	!	0.410	0.026	!
0.502	!	!	0.330	0.024	!
0.628	!	!	0.237	0.021	!
0.754	!	!	0.264	0.025	!
0.879	!	!	0.230	0.025	!
1.005	!	!	0.246	0.029	!
1.130	!	!	0.276	0.034	!
1.256	!	!	0.206	0.032	!
1.382	!	!	0.196	0.032	!
1.507	!	!	0.192	0.033	!
1.633	!	!	0.230	0.037	!
1.758	!	!	0.205	0.033	!
1.884	!	!	0.266	0.036	!
2.010	!	!	0.236	0.030	!
2.135	!	!	0.273	0.029	!
2.261	!	!	0.287	0.028	!
2.386	!	!	0.385	0.030	!
2.512	!	!	0.363	0.028	!
2.638	!	!	0.379	0.028	!
2.763	!	!	0.433	0.028	!
2.889	!	!	0.464	0.029	!
3.014	!	!	0.523	0.030	!
3.140	!	!	0.545	0.030	!
3.266	!	!	0.505	0.030	!
3.391	!	!	0.515	0.030	!
3.517	!	!	0.420	0.028	!
3.642	!	!	0.431	0.029	!
3.768	!	!	0.412	0.030	!
3.894	!	!	0.329	0.028	!
4.019	!	!	0.294	0.028	!
4.145	!	!	0.295	0.031	!
4.270	!	!	0.230	0.029	!
4.396	!	!	0.222	0.032	!
4.522	!	!	0.215	0.035	!
4.647	!	!	0.329	0.044	!

Upper right dN/dDphi pTassoc 1.0-2.0 GeV/c
Filled circles d+Au
Dphi			dNdDphi
-1.507	!	!	0.188	0.018	!
-1.382	!	!	0.170	0.017	!
-1.256	!	!	0.152	0.014	!
-1.130	!	!	0.163	0.013	!
-1.005	!	!	0.175	0.012	!
-0.879	!	!	0.183	0.011	!
-0.754	!	!	0.200	0.011	!
-0.628	!	!	0.202	0.010	!
-0.502	!	!	0.247	0.010	!
-0.377	!	!	0.294	0.011	!
-0.251	!	!	0.418	0.012	!
-0.126	!	!	0.503	0.013	!
0.000	!	!	0.559	0.013	!
0.126	!	!	0.533	0.013	!
0.251	!	!	0.403	0.012	!
0.377	!	!	0.303	0.011	!
0.502	!	!	0.232	0.010	!
0.628	!	!	0.198	0.010	!
0.754	!	!	0.188	0.010	!
0.879	!	!	0.166	0.011	!
1.005	!	!	0.175	0.012	!
1.130	!	!	0.165	0.013	!
1.256	!	!	0.163	0.015	!
1.382	!	!	0.180	0.017	!
1.507	!	!	0.187	0.018	!
1.633	!	!	0.167	0.017	!
1.758	!	!	0.155	0.015	!
1.884	!	!	0.202	0.015	!
2.010	!	!	0.198	0.014	!
2.135	!	!	0.199	0.012	!
2.261	!	!	0.214	0.012	!
2.386	!	!	0.248	0.012	!
2.512	!	!	0.270	0.012	!
2.638	!	!	0.302	0.012	!
2.763	!	!	0.337	0.012	!
2.889	!	!	0.373	0.012	!
3.014	!	!	0.395	0.013	!
3.140	!	!	0.404	0.013	!
3.266	!	!	0.391	0.013	!
3.391	!	!	0.352	0.012	!
3.517	!	!	0.324	0.012	!
3.642	!	!	0.280	0.011	!
3.768	!	!	0.257	0.011	!
3.894	!	!	0.246	0.012	!
4.019	!	!	0.232	0.012	!
4.145	!	!	0.194	0.012	!
4.270	!	!	0.192	0.014	!
4.396	!	!	0.182	0.015	!
4.522	!	!	0.172	0.016	!
4.647	!	!	0.181	0.018	!

open circles p+p
Dphi			dNdDphi
-1.507	!	!	0.069	0.022	!
-1.382	!	!	0.031	0.013	!
-1.256	!	!	0.039	0.013	!
-1.130	!	!	0.042	0.012	!
-1.005	!	!	0.034	0.009	!
-0.879	!	!	0.072	0.013	!
-0.754	!	!	0.049	0.010	!
-0.628	!	!	0.081	0.012	!
-0.502	!	!	0.109	0.013	!
-0.377	!	!	0.169	0.015	!
-0.251	!	!	0.252	0.018	!
-0.126	!	!	0.386	0.022	!
0.000	!	!	0.408	0.022	!
0.126	!	!	0.353	0.021	!
0.251	!	!	0.260	0.018	!
0.377	!	!	0.164	0.015	!
0.502	!	!	0.118	0.013	!
0.628	!	!	0.076	0.011	!
0.754	!	!	0.059	0.011	!
0.879	!	!	0.038	0.009	!
1.005	!	!	0.052	0.012	!
1.130	!	!	0.038	0.012	!
1.256	!	!	0.055	0.016	!
1.382	!	!	0.028	0.013	!
1.507	!	!	0.074	0.022	!
1.633	!	!	0.057	0.019	!
1.758	!	!	0.030	0.012	!
1.884	!	!	0.064	0.017	!
2.010	!	!	0.063	0.015	!
2.135	!	!	0.068	0.014	!
2.261	!	!	0.085	0.014	!
2.386	!	!	0.104	0.014	!
2.512	!	!	0.134	0.015	!
2.638	!	!	0.182	0.017	!
2.763	!	!	0.196	0.017	!
2.889	!	!	0.219	0.018	!
3.014	!	!	0.257	0.019	!
3.140	!	!	0.246	0.019	!
3.266	!	!	0.247	0.019	!
3.391	!	!	0.199	0.017	!
3.517	!	!	0.179	0.016	!
3.642	!	!	0.164	0.016	!
3.768	!	!	0.094	0.012	!
3.894	!	!	0.105	0.015	!
4.019	!	!	0.072	0.013	!
4.145	!	!	0.091	0.016	!
4.270	!	!	0.068	0.015	!
4.396	!	!	0.069	0.017	!
4.522	!	!	0.058	0.018	!
4.647	!	!	0.041	0.017	!

Lower left dN/dDphi pTassoc 2.0-3.0 GeV/c
Filled circles d+Au
Dphi			dNdDphi
-1.507	!	!	0.016	0.005	!
-1.382	!	!	0.017	0.005	!
-1.256	!	!	0.022	0.005	!
-1.130	!	!	0.013	0.004	!
-1.005	!	!	0.023	0.004	!
-0.879	!	!	0.019	0.003	!
-0.754	!	!	0.022	0.003	!
-0.628	!	!	0.027	0.004	!
-0.502	!	!	0.039	0.004	!
-0.377	!	!	0.049	0.004	!
-0.251	!	!	0.096	0.006	!
-0.126	!	!	0.147	0.007	!
0.000	!	!	0.212	0.008	!
0.126	!	!	0.149	0.007	!
0.251	!	!	0.087	0.005	!
0.377	!	!	0.049	0.004	!
0.502	!	!	0.024	0.003	!
0.628	!	!	0.023	0.003	!
0.754	!	!	0.025	0.004	!
0.879	!	!	0.020	0.004	!
1.005	!	!	0.018	0.004	!
1.130	!	!	0.018	0.004	!
1.256	!	!	0.016	0.004	!
1.382	!	!	0.018	0.005	!
1.507	!	!	0.023	0.007	!
1.633	!	!	0.013	0.005	!
1.758	!	!	0.025	0.006	!
1.884	!	!	0.015	0.004	!
2.010	!	!	0.024	0.005	!
2.135	!	!	0.030	0.005	!
2.261	!	!	0.026	0.004	!
2.386	!	!	0.031	0.004	!
2.512	!	!	0.035	0.004	!
2.638	!	!	0.054	0.005	!
2.763	!	!	0.063	0.005	!
2.889	!	!	0.084	0.006	!
3.014	!	!	0.100	0.006	!
3.140	!	!	0.106	0.006	!
3.266	!	!	0.101	0.006	!
3.391	!	!	0.071	0.005	!
3.517	!	!	0.074	0.005	!
3.642	!	!	0.050	0.005	!
3.768	!	!	0.039	0.004	!
3.894	!	!	0.034	0.004	!
4.019	!	!	0.027	0.004	!
4.145	!	!	0.026	0.004	!
4.270	!	!	0.028	0.005	!
4.396	!	!	0.017	0.004	!
4.522	!	!	0.030	0.006	!
4.647	!	!	0.024	0.007	!

open circles p+p
Dphi			dNdDphi
-1.382	!	!	0.011	0.008	!
-1.130	!	!	0.003	0.003	!
-1.005	!	!	0.005	0.004	!
-0.879	!	!	0.008	0.004	!
-0.754	!	!	0.005	0.003	!
-0.628	!	!	0.008	0.003	!
-0.502	!	!	0.010	0.004	!
-0.377	!	!	0.027	0.006	!
-0.251	!	!	0.063	0.008	!
-0.126	!	!	0.133	0.012	!
0.000	!	!	0.189	0.015	!
0.126	!	!	0.162	0.014	!
0.251	!	!	0.074	0.009	!
0.377	!	!	0.045	0.008	!
0.502	!	!	0.020	0.005	!
0.628	!	!	0.011	0.004	!
0.754	!	!	0.006	0.003	!
0.879	!	!	0.006	0.004	!
1.005	!	!	0.005	0.003	!
1.130	!	!	0.006	0.004	!
1.382	!	!	0.016	0.009	!
2.010	!	!	0.013	0.007	!
2.135	!	!	0.022	0.008	!
2.261	!	!	0.016	0.006	!
2.386	!	!	0.021	0.006	!
2.512	!	!	0.024	0.006	!
2.638	!	!	0.029	0.006	!
2.763	!	!	0.040	0.007	!
2.889	!	!	0.050	0.008	!
3.014	!	!	0.085	0.010	!
3.140	!	!	0.120	0.013	!
3.266	!	!	0.075	0.010	!
3.391	!	!	0.072	0.010	!
3.517	!	!	0.040	0.007	!
3.642	!	!	0.048	0.008	!
3.768	!	!	0.020	0.006	!
3.894	!	!	0.012	0.005	!
4.019	!	!	0.019	0.006	!
4.145	!	!	0.005	0.004	!
4.396	!	!	0.004	0.004	!
4.522	!	!	0.020	0.010	!

Lower right dN/dDphi pTassoc 3.0-5.0 GeV/c
Filled circles d+Au
Dphi			dNdDphi
-1.507	!	!	0.002	0.002	!
-1.382	!	!	0.004	0.002	!
-1.256	!	!	0.005	0.002	!
-1.130	!	!	0.002	0.001	!
-1.005	!	!	0.004	0.002	!
-0.879	!	!	0.002	0.001	!
-0.754	!	!	0.002	0.001	!
-0.628	!	!	0.004	0.001	!
-0.502	!	!	0.007	0.002	!
-0.377	!	!	0.012	0.002	!
-0.251	!	!	0.028	0.003	!
-0.126	!	!	0.088	0.005	!
0.000	!	!	0.161	0.007	!
0.126	!	!	0.097	0.005	!
0.251	!	!	0.035	0.003	!
0.377	!	!	0.013	0.002	!
0.502	!	!	0.007	0.002	!
0.628	!	!	0.005	0.001	!
0.754	!	!	0.003	0.001	!
0.879	!	!	0.006	0.002	!
1.005	!	!	0.006	0.002	!
1.130	!	!	0.002	0.001	!
1.382	!	!	0.003	0.002	!
1.507	!	!	0.008	0.004	!
1.633	!	!	0.003	0.002	!
1.758	!	!	0.003	0.002	!
1.884	!	!	0.004	0.002	!
2.010	!	!	0.003	0.002	!
2.135	!	!	0.005	0.002	!
2.261	!	!	0.010	0.002	!
2.386	!	!	0.006	0.002	!
2.512	!	!	0.019	0.003	!
2.638	!	!	0.018	0.003	!
2.763	!	!	0.025	0.003	!
2.889	!	!	0.034	0.003	!
3.014	!	!	0.056	0.005	!
3.140	!	!	0.061	0.005	!
3.266	!	!	0.051	0.004	!
3.391	!	!	0.038	0.004	!
3.517	!	!	0.026	0.003	!
3.642	!	!	0.017	0.003	!
3.768	!	!	0.015	0.003	!
3.894	!	!	0.007	0.002	!
4.019	!	!	0.008	0.002	!
4.145	!	!	0.006	0.002	!
4.270	!	!	0.008	0.003	!
4.396	!	!	0.006	0.002	!
4.522	!	!	0.004	0.002	!
4.647	!	!	0.002	0.002	!

open circles p+p
Dphi			dNdDphi
-1.005	!	!	0.002	0.002	!
-0.879	!	!	0.004	0.003	!
-0.628	!	!	0.005	0.003	!
-0.502	!	!	0.002	0.002	!
-0.377	!	!	0.008	0.003	!
-0.251	!	!	0.032	0.006	!
-0.126	!	!	0.094	0.011	!
0.000	!	!	0.141	0.014	!
0.126	!	!	0.101	0.013	!
0.251	!	!	0.024	0.005	!
0.377	!	!	0.009	0.003	!
0.502	!	!	0.004	0.002	!
0.628	!	!	0.002	0.002	!
0.754	!	!	0.001	0.001	!
1.005	!	!	0.003	0.003	!
2.135	!	!	0.007	0.004	!
2.261	!	!	0.002	0.002	!
2.386	!	!	0.006	0.003	!
2.512	!	!	0.007	0.003	!
2.638	!	!	0.013	0.004	!
2.763	!	!	0.023	0.006	!
2.889	!	!	0.037	0.007	!
3.014	!	!	0.068	0.011	!
3.140	!	!	0.065	0.010	!
3.266	!	!	0.051	0.009	!
3.391	!	!	0.041	0.008	!
3.517	!	!	0.014	0.004	!
3.642	!	!	0.034	0.008	!
3.768	!	!	0.004	0.003	!
3.894	!	!	0.009	0.004	!
4.019	!	!	0.004	0.003	!
4.145	!	!	0.003	0.003	!
4.270	!	!	0.004	0.004	!
