$m_{e^+e^-}$ (GeV/$c$)
1
dN/d$m_{e^+e^-}$ ($c^2$/GeV)
Data
Yes
None
None
ERROR NAME
Symmetric
0.0000	0.0050	3.89697E-02	2.46343E-04
0.0050	0.0100	3.40915E-02	2.31889E-04
0.0100	0.0150	1.72738E-02	1.65908E-04
0.0150	0.0200	1.08311E-02	1.32137E-04
0.0200	0.0250	7.30761E-03	1.09653E-04
0.0250	0.0300	5.57607E-03	9.98259E-05
0.0300	0.0350	4.79897E-03	9.08969E-05
0.0350	0.0400	3.81385E-03	8.19962E-05
0.0400	0.0450	2.97529E-03	7.56583E-05
0.0450	0.0513	2.59204E-03	7.32248E-05
0.0513	0.0600	2.04056E-03	4.87316E-05
0.0600	0.0700	1.56632E-03	4.64413E-05
0.0700	0.0800	1.07136E-03	4.35173E-05
0.0800	0.0900	8.78436E-04	4.54005E-05
0.0900	0.1000	5.63337E-04	4.35655E-05
0.1000	0.1100	4.09595E-04	4.47091E-05
0.1100	0.1200	4.03578E-04	4.90504E-05
0.1200	0.1300	3.53692E-04	4.81250E-05
0.1300	0.1425	2.69808E-04	4.50658E-05
0.1425	0.1600	2.17076E-04	3.37777E-05
0.1600	0.1800	1.72503E-04	3.56989E-05
0.1800	0.2075	2.27445E-04	3.90503E-05
0.2075	0.2500	1.30534E-04	2.62193E-05
0.2500	0.3000	2.04010E-04	2.88683E-05
0.3000	0.3500	1.31781E-04	3.04853E-05
0.3500	0.4125	7.88609E-05	3.38370E-05
0.4125	0.4875	6.36716E-05	2.36821E-05
***
